Brand,Model,Series,RAM,Storage,Cashify Price (INR),Cashify + 3% Price (INR),Cashify Link
"vivo","vivo V50","V Series","8 GB","256 GB",30500,31415,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v50-8-gb-256-gb"
"vivo","vivo V50","V Series","8 GB","512 GB",36000,37080,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v50-8-gb-512-gb"
"vivo","vivo V50","V Series","8 GB","1024 GB",41000,42230,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v50-8-gb-1024-gb"
"vivo","vivo V50","V Series","12 GB","128 GB",26900,27707,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v50-12-gb-128-gb"
"vivo","vivo V50","V Series","12 GB","256 GB",32900,33887,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v50-12-gb-256-gb"
"vivo","vivo V50","V Series","12 GB","512 GB",38400,39552,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v50-12-gb-512-gb"
"vivo","vivo V50","V Series","12 GB","1024 GB",43400,44702,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v50-12-gb-1024-gb"
"vivo","vivo V50e","V Series","6 GB","128 GB",9500,9785,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v50e-6-gb-128-gb"
"vivo","vivo V50e","V Series","6 GB","256 GB",15500,15965,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v50e-6-gb-256-gb"
"vivo","vivo V50e","V Series","6 GB","512 GB",21000,21630,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v50e-6-gb-512-gb"
"vivo","vivo V50e","V Series","8 GB","128 GB",10700,11021,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v50e-8-gb-128-gb"
"vivo","vivo V50e","V Series","8 GB","256 GB",16700,17201,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v50e-8-gb-256-gb"
"vivo","vivo V50e","V Series","8 GB","512 GB",22200,22866,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v50e-8-gb-512-gb"
"vivo","vivo V50e","V Series","12 GB","128 GB",13100,13493,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v50e-12-gb-128-gb"
"vivo","vivo V50e","V Series","12 GB","256 GB",19100,19673,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v50e-12-gb-256-gb"
"vivo","vivo V50e","V Series","12 GB","512 GB",24600,25338,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v50e-12-gb-512-gb"
"vivo","vivo V50 Elite","V Series","8 GB","128 GB",24500,25235,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v50-elite-8-gb-128-gb"
"vivo","vivo V50 Elite","V Series","8 GB","256 GB",30500,31415,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v50-elite-8-gb-256-gb"
"vivo","vivo V50 Elite","V Series","8 GB","512 GB",36000,37080,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v50-elite-8-gb-512-gb"
"vivo","vivo V50 Elite","V Series","8 GB","1024 GB",41000,42230,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v50-elite-8-gb-1024-gb"
"vivo","vivo V50 Elite","V Series","12 GB","128 GB",26900,27707,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v50-elite-12-gb-128-gb"
"vivo","vivo V50 Elite","V Series","12 GB","256 GB",32900,33887,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v50-elite-12-gb-256-gb"
"vivo","vivo V50 Elite","V Series","12 GB","512 GB",38400,39552,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v50-elite-12-gb-512-gb"
"vivo","vivo V50 Elite","V Series","12 GB","1024 GB",43400,44702,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v50-elite-12-gb-1024-gb"
"vivo","vivo V40","V Series","6 GB","128 GB",9500,9785,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v40-6-gb-128-gb"
"vivo","vivo V40","V Series","6 GB","256 GB",15500,15965,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v40-6-gb-256-gb"
"vivo","vivo V40","V Series","6 GB","512 GB",21000,21630,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v40-6-gb-512-gb"
"vivo","vivo V40","V Series","8 GB","128 GB",10700,11021,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v40-8-gb-128-gb"
"vivo","vivo V40","V Series","8 GB","256 GB",16700,17201,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v40-8-gb-256-gb"
"vivo","vivo V40","V Series","8 GB","512 GB",22200,22866,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v40-8-gb-512-gb"
"vivo","vivo V40","V Series","12 GB","128 GB",13100,13493,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v40-12-gb-128-gb"
"vivo","vivo V40","V Series","12 GB","256 GB",19100,19673,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v40-12-gb-256-gb"
"vivo","vivo V40","V Series","12 GB","512 GB",24600,25338,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v40-12-gb-512-gb"
"vivo","vivo V40e","V Series","6 GB","128 GB",9500,9785,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v40e-6-gb-128-gb"
"vivo","vivo V40e","V Series","6 GB","256 GB",15500,15965,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v40e-6-gb-256-gb"
"vivo","vivo V40e","V Series","6 GB","512 GB",21000,21630,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v40e-6-gb-512-gb"
"vivo","vivo V40e","V Series","8 GB","128 GB",10700,11021,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v40e-8-gb-128-gb"
"vivo","vivo V40e","V Series","8 GB","256 GB",16700,17201,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v40e-8-gb-256-gb"
"vivo","vivo V40e","V Series","8 GB","512 GB",22200,22866,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v40e-8-gb-512-gb"
"vivo","vivo V40e","V Series","12 GB","128 GB",13100,13493,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v40e-12-gb-128-gb"
"vivo","vivo V40e","V Series","12 GB","256 GB",19100,19673,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v40e-12-gb-256-gb"
"vivo","vivo V40e","V Series","12 GB","512 GB",24600,25338,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v40e-12-gb-512-gb"
"vivo","vivo V40 Pro","V Series","8 GB","128 GB",36000,37080,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v40-pro-8-gb-128-gb"
"vivo","vivo V40 Pro","V Series","8 GB","256 GB",42000,43260,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v40-pro-8-gb-256-gb"
"vivo","vivo V40 Pro","V Series","8 GB","512 GB",47000,48410,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v40-pro-8-gb-512-gb"
"vivo","vivo V40 Pro","V Series","8 GB","1024 GB",52000,53560,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v40-pro-8-gb-1024-gb"
"vivo","vivo V40 Pro","V Series","12 GB","128 GB",38400,39552,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v40-pro-12-gb-128-gb"
"vivo","vivo V40 Pro","V Series","12 GB","256 GB",44400,45732,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v40-pro-12-gb-256-gb"
"vivo","vivo V40 Pro","V Series","12 GB","512 GB",49400,50882,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v40-pro-12-gb-512-gb"
"vivo","vivo V40 Pro","V Series","12 GB","1024 GB",54400,56032,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v40-pro-12-gb-1024-gb"
"vivo","vivo V30","V Series","6 GB","128 GB",9500,9785,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v30-6-gb-128-gb"
"vivo","vivo V30","V Series","6 GB","256 GB",15500,15965,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v30-6-gb-256-gb"
"vivo","vivo V30","V Series","6 GB","512 GB",21000,21630,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v30-6-gb-512-gb"
"vivo","vivo V30","V Series","8 GB","128 GB",10700,11021,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v30-8-gb-128-gb"
"vivo","vivo V30","V Series","8 GB","256 GB",16700,17201,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v30-8-gb-256-gb"
"vivo","vivo V30","V Series","8 GB","512 GB",22200,22866,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v30-8-gb-512-gb"
"vivo","vivo V30","V Series","12 GB","128 GB",13100,13493,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v30-12-gb-128-gb"
"vivo","vivo V30","V Series","12 GB","256 GB",19100,19673,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v30-12-gb-256-gb"
"vivo","vivo V30","V Series","12 GB","512 GB",24600,25338,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v30-12-gb-512-gb"
"vivo","vivo V30e","V Series","6 GB","128 GB",9500,9785,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v30e-6-gb-128-gb"
"vivo","vivo V30e","V Series","6 GB","256 GB",15500,15965,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v30e-6-gb-256-gb"
"vivo","vivo V30e","V Series","6 GB","512 GB",21000,21630,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v30e-6-gb-512-gb"
"vivo","vivo V30e","V Series","8 GB","128 GB",10700,11021,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v30e-8-gb-128-gb"
"vivo","vivo V30e","V Series","8 GB","256 GB",16700,17201,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v30e-8-gb-256-gb"
"vivo","vivo V30e","V Series","8 GB","512 GB",22200,22866,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v30e-8-gb-512-gb"
"vivo","vivo V30e","V Series","12 GB","128 GB",13100,13493,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v30e-12-gb-128-gb"
"vivo","vivo V30e","V Series","12 GB","256 GB",19100,19673,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v30e-12-gb-256-gb"
"vivo","vivo V30e","V Series","12 GB","512 GB",24600,25338,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v30e-12-gb-512-gb"
"vivo","vivo V30 Pro","V Series","8 GB","128 GB",36000,37080,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v30-pro-8-gb-128-gb"
"vivo","vivo V30 Pro","V Series","8 GB","256 GB",42000,43260,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v30-pro-8-gb-256-gb"
"vivo","vivo V30 Pro","V Series","8 GB","512 GB",47000,48410,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v30-pro-8-gb-512-gb"
"vivo","vivo V30 Pro","V Series","8 GB","1024 GB",52000,53560,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v30-pro-8-gb-1024-gb"
"vivo","vivo V30 Pro","V Series","12 GB","128 GB",38400,39552,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v30-pro-12-gb-128-gb"
"vivo","vivo V30 Pro","V Series","12 GB","256 GB",44400,45732,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v30-pro-12-gb-256-gb"
"vivo","vivo V30 Pro","V Series","12 GB","512 GB",49400,50882,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v30-pro-12-gb-512-gb"
"vivo","vivo V30 Pro","V Series","12 GB","1024 GB",54400,56032,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v30-pro-12-gb-1024-gb"
"vivo","vivo V29","V Series","6 GB","128 GB",6500,6695,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v29-6-gb-128-gb"
"vivo","vivo V29","V Series","6 GB","256 GB",12500,12875,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v29-6-gb-256-gb"
"vivo","vivo V29","V Series","6 GB","512 GB",18000,18540,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v29-6-gb-512-gb"
"vivo","vivo V29","V Series","8 GB","128 GB",7700,7931,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v29-8-gb-128-gb"
"vivo","vivo V29","V Series","8 GB","256 GB",13700,14111,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v29-8-gb-256-gb"
"vivo","vivo V29","V Series","8 GB","512 GB",19200,19776,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v29-8-gb-512-gb"
"vivo","vivo V29","V Series","12 GB","128 GB",10100,10403,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v29-12-gb-128-gb"
"vivo","vivo V29","V Series","12 GB","256 GB",16100,16583,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v29-12-gb-256-gb"
"vivo","vivo V29","V Series","12 GB","512 GB",21600,22248,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v29-12-gb-512-gb"
"vivo","vivo V29 Pro","V Series","8 GB","128 GB",29000,29870,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v29-pro-8-gb-128-gb"
"vivo","vivo V29 Pro","V Series","8 GB","256 GB",35000,36050,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v29-pro-8-gb-256-gb"
"vivo","vivo V29 Pro","V Series","8 GB","512 GB",40000,41200,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v29-pro-8-gb-512-gb"
"vivo","vivo V29 Pro","V Series","8 GB","1024 GB",45000,46350,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v29-pro-8-gb-1024-gb"
"vivo","vivo V29 Pro","V Series","12 GB","128 GB",31400,32342,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v29-pro-12-gb-128-gb"
"vivo","vivo V29 Pro","V Series","12 GB","256 GB",37400,38522,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v29-pro-12-gb-256-gb"
"vivo","vivo V29 Pro","V Series","12 GB","512 GB",42400,43672,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v29-pro-12-gb-512-gb"
"vivo","vivo V29 Pro","V Series","12 GB","1024 GB",47400,48822,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v29-pro-12-gb-1024-gb"
"vivo","vivo V27","V Series","6 GB","128 GB",6500,6695,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v27-6-gb-128-gb"
"vivo","vivo V27","V Series","6 GB","256 GB",12500,12875,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v27-6-gb-256-gb"
"vivo","vivo V27","V Series","6 GB","512 GB",18000,18540,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v27-6-gb-512-gb"
"vivo","vivo V27","V Series","8 GB","128 GB",7700,7931,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v27-8-gb-128-gb"
"vivo","vivo V27","V Series","8 GB","256 GB",13700,14111,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v27-8-gb-256-gb"
"vivo","vivo V27","V Series","8 GB","512 GB",19200,19776,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v27-8-gb-512-gb"
"vivo","vivo V27","V Series","12 GB","128 GB",10100,10403,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v27-12-gb-128-gb"
"vivo","vivo V27","V Series","12 GB","256 GB",16100,16583,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v27-12-gb-256-gb"
"vivo","vivo V27","V Series","12 GB","512 GB",21600,22248,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v27-12-gb-512-gb"
"vivo","vivo V27 Pro","V Series","8 GB","128 GB",29000,29870,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v27-pro-8-gb-128-gb"
"vivo","vivo V27 Pro","V Series","8 GB","256 GB",35000,36050,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v27-pro-8-gb-256-gb"
"vivo","vivo V27 Pro","V Series","8 GB","512 GB",40000,41200,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v27-pro-8-gb-512-gb"
"vivo","vivo V27 Pro","V Series","8 GB","1024 GB",45000,46350,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v27-pro-8-gb-1024-gb"
"vivo","vivo V27 Pro","V Series","12 GB","128 GB",31400,32342,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v27-pro-12-gb-128-gb"
"vivo","vivo V27 Pro","V Series","12 GB","256 GB",37400,38522,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v27-pro-12-gb-256-gb"
"vivo","vivo V27 Pro","V Series","12 GB","512 GB",42400,43672,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v27-pro-12-gb-512-gb"
"vivo","vivo V27 Pro","V Series","12 GB","1024 GB",47400,48822,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v27-pro-12-gb-1024-gb"
"vivo","vivo V25","V Series","6 GB","128 GB",3500,3605,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v25-6-gb-128-gb"
"vivo","vivo V25","V Series","6 GB","256 GB",9000,9270,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v25-6-gb-256-gb"
"vivo","vivo V25","V Series","6 GB","512 GB",14500,14935,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v25-6-gb-512-gb"
"vivo","vivo V25","V Series","8 GB","128 GB",4700,4841,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v25-8-gb-128-gb"
"vivo","vivo V25","V Series","8 GB","256 GB",10200,10506,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v25-8-gb-256-gb"
"vivo","vivo V25","V Series","8 GB","512 GB",15700,16171,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v25-8-gb-512-gb"
"vivo","vivo V25","V Series","12 GB","128 GB",7100,7313,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v25-12-gb-128-gb"
"vivo","vivo V25","V Series","12 GB","256 GB",12600,12978,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v25-12-gb-256-gb"
"vivo","vivo V25","V Series","12 GB","512 GB",18100,18643,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v25-12-gb-512-gb"
"vivo","vivo V25 Pro","V Series","8 GB","128 GB",20500,21115,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v25-pro-8-gb-128-gb"
"vivo","vivo V25 Pro","V Series","8 GB","256 GB",26500,27295,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v25-pro-8-gb-256-gb"
"vivo","vivo V25 Pro","V Series","8 GB","512 GB",31500,32445,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v25-pro-8-gb-512-gb"
"vivo","vivo V25 Pro","V Series","8 GB","1024 GB",36500,37595,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v25-pro-8-gb-1024-gb"
"vivo","vivo V25 Pro","V Series","12 GB","128 GB",22900,23587,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v25-pro-12-gb-128-gb"
"vivo","vivo V25 Pro","V Series","12 GB","256 GB",28900,29767,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v25-pro-12-gb-256-gb"
"vivo","vivo V25 Pro","V Series","12 GB","512 GB",33900,34917,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v25-pro-12-gb-512-gb"
"vivo","vivo V25 Pro","V Series","12 GB","1024 GB",38900,40067,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v25-pro-12-gb-1024-gb"
"vivo","vivo V23","V Series","6 GB","128 GB",3500,3605,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v23-6-gb-128-gb"
"vivo","vivo V23","V Series","6 GB","256 GB",9000,9270,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v23-6-gb-256-gb"
"vivo","vivo V23","V Series","6 GB","512 GB",14500,14935,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v23-6-gb-512-gb"
"vivo","vivo V23","V Series","8 GB","128 GB",4700,4841,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v23-8-gb-128-gb"
"vivo","vivo V23","V Series","8 GB","256 GB",10200,10506,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v23-8-gb-256-gb"
"vivo","vivo V23","V Series","8 GB","512 GB",15700,16171,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v23-8-gb-512-gb"
"vivo","vivo V23","V Series","12 GB","128 GB",7100,7313,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v23-12-gb-128-gb"
"vivo","vivo V23","V Series","12 GB","256 GB",12600,12978,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v23-12-gb-256-gb"
"vivo","vivo V23","V Series","12 GB","512 GB",18100,18643,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v23-12-gb-512-gb"
"vivo","vivo V23 Pro","V Series","8 GB","128 GB",20500,21115,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v23-pro-8-gb-128-gb"
"vivo","vivo V23 Pro","V Series","8 GB","256 GB",26500,27295,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v23-pro-8-gb-256-gb"
"vivo","vivo V23 Pro","V Series","8 GB","512 GB",31500,32445,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v23-pro-8-gb-512-gb"
"vivo","vivo V23 Pro","V Series","8 GB","1024 GB",36500,37595,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v23-pro-8-gb-1024-gb"
"vivo","vivo V23 Pro","V Series","12 GB","128 GB",22900,23587,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v23-pro-12-gb-128-gb"
"vivo","vivo V23 Pro","V Series","12 GB","256 GB",28900,29767,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v23-pro-12-gb-256-gb"
"vivo","vivo V23 Pro","V Series","12 GB","512 GB",33900,34917,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v23-pro-12-gb-512-gb"
"vivo","vivo V23 Pro","V Series","12 GB","1024 GB",38900,40067,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v23-pro-12-gb-1024-gb"
"vivo","vivo V21","V Series","6 GB","128 GB",3500,3605,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v21-6-gb-128-gb"
"vivo","vivo V21","V Series","6 GB","256 GB",9000,9270,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v21-6-gb-256-gb"
"vivo","vivo V21","V Series","6 GB","512 GB",14500,14935,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v21-6-gb-512-gb"
"vivo","vivo V21","V Series","8 GB","128 GB",4700,4841,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v21-8-gb-128-gb"
"vivo","vivo V21","V Series","8 GB","256 GB",10200,10506,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v21-8-gb-256-gb"
"vivo","vivo V21","V Series","8 GB","512 GB",15700,16171,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v21-8-gb-512-gb"
"vivo","vivo V21","V Series","12 GB","128 GB",7100,7313,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v21-12-gb-128-gb"
"vivo","vivo V21","V Series","12 GB","256 GB",12600,12978,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v21-12-gb-256-gb"
"vivo","vivo V21","V Series","12 GB","512 GB",18100,18643,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v21-12-gb-512-gb"
"vivo","vivo V21 Pro","V Series","8 GB","128 GB",20500,21115,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v21-pro-8-gb-128-gb"
"vivo","vivo V21 Pro","V Series","8 GB","256 GB",26500,27295,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v21-pro-8-gb-256-gb"
"vivo","vivo V21 Pro","V Series","8 GB","512 GB",31500,32445,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v21-pro-8-gb-512-gb"
"vivo","vivo V21 Pro","V Series","8 GB","1024 GB",36500,37595,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v21-pro-8-gb-1024-gb"
"vivo","vivo V21 Pro","V Series","12 GB","128 GB",22900,23587,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v21-pro-12-gb-128-gb"
"vivo","vivo V21 Pro","V Series","12 GB","256 GB",28900,29767,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v21-pro-12-gb-256-gb"
"vivo","vivo V21 Pro","V Series","12 GB","512 GB",33900,34917,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v21-pro-12-gb-512-gb"
"vivo","vivo V21 Pro","V Series","12 GB","1024 GB",38900,40067,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-v21-pro-12-gb-1024-gb"
"vivo","vivo T1 5G","T Series","2 GB","32 GB",5000,5150,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t1-5g-2-gb-32-gb"
"vivo","vivo T1 5G","T Series","2 GB","64 GB",5000,5150,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t1-5g-2-gb-64-gb"
"vivo","vivo T1 5G","T Series","2 GB","128 GB",3500,3605,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t1-5g-2-gb-128-gb"
"vivo","vivo T1 5G","T Series","2 GB","256 GB",5000,5150,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t1-5g-2-gb-256-gb"
"vivo","vivo T1 5G","T Series","4 GB","32 GB",6200,6386,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t1-5g-4-gb-32-gb"
"vivo","vivo T1 5G","T Series","4 GB","64 GB",6200,6386,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t1-5g-4-gb-64-gb"
"vivo","vivo T1 5G","T Series","4 GB","128 GB",4700,4841,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t1-5g-4-gb-128-gb"
"vivo","vivo T1 5G","T Series","4 GB","256 GB",6200,6386,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t1-5g-4-gb-256-gb"
"vivo","vivo T1 5G","T Series","6 GB","32 GB",7400,7622,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t1-5g-6-gb-32-gb"
"vivo","vivo T1 5G","T Series","6 GB","64 GB",7400,7622,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t1-5g-6-gb-64-gb"
"vivo","vivo T1 5G","T Series","6 GB","128 GB",5900,6077,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t1-5g-6-gb-128-gb"
"vivo","vivo T1 5G","T Series","6 GB","256 GB",7400,7622,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t1-5g-6-gb-256-gb"
"vivo","vivo T1 5G","T Series","8 GB","32 GB",8600,8858,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t1-5g-8-gb-32-gb"
"vivo","vivo T1 5G","T Series","8 GB","64 GB",8600,8858,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t1-5g-8-gb-64-gb"
"vivo","vivo T1 5G","T Series","8 GB","128 GB",7100,7313,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t1-5g-8-gb-128-gb"
"vivo","vivo T1 5G","T Series","8 GB","256 GB",8600,8858,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t1-5g-8-gb-256-gb"
"vivo","vivo T2 Pro","T Series","6 GB","128 GB",13500,13905,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t2-pro-6-gb-128-gb"
"vivo","vivo T2 Pro","T Series","6 GB","256 GB",19500,20085,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t2-pro-6-gb-256-gb"
